-799.0 -6.0 0.0,-799.0 590.0 0.0,-799.0 1794.0 0.0,6.0 -599.0 1.5707963267948966,-6.0 2399.0 -1.5707963267948966,2406.0 -599.0 1.5707963267948966,3199.0 606.0 3.141592653589793,3199.0 1210.0 3.141592653589793,3199.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-796.0 -6.0 0.0,-796.0 590.0 0.0,-796.0 1794.0 0.0,6.0 -596.0 1.5707963267948966,-6.0 2396.0 -1.5707963267948966,2406.0 -596.0 1.5707963267948966,3196.0 606.0 3.141592653589793,3196.0 1210.0 3.141592653589793,3196.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-791.0 -6.0 0.0,-791.0 590.0 0.0,-791.0 1794.0 0.0,6.0 -591.0 1.5707963267948966,-6.0 2391.0 -1.5707963267948966,2406.0 -591.0 1.5707963267948966,3191.0 606.0 3.141592653589793,3191.0 1210.0 3.141592653589793,3191.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-784.0 -6.0 0.0,-784.0 590.0 0.0,-784.0 1794.0 0.0,6.0 -584.0 1.5707963267948966,-6.0 2384.0 -1.5707963267948966,2406.0 -584.0 1.5707963267948966,3184.0 606.0 3.141592653589793,3184.0 1210.0 3.141592653589793,3184.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-775.0 -6.0 0.0,-775.0 590.0 0.0,-775.0 1794.0 0.0,-799.0 1794.0 0.0,6.0 -575.0 1.5707963267948966,-6.0 2375.0 -1.5707963267948966,2406.0 -575.0 1.5707963267948966,3175.0 606.0 3.141592653589793,3175.0 1210.0 3.141592653589793,3175.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-764.4445 -6.0 0.0,-764.4445 590.0 0.0,-764.4445 1794.0 0.0,-796.0 1794.0 0.0,6.0 -564.4445 1.5707963267948966,-6.0 2364.4445 -1.5707963267948966,2406.0 -564.4445 1.5707963267948966,3164.4445 606.0 3.141592653589793,3164.4445 1210.0 3.141592653589793,3164.4445 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-753.3335 -6.0 0.0,-753.3335 590.0 0.0,-753.3335 1794.0 0.0,-791.0 1794.0 0.0,6.0 -553.3335 1.5707963267948966,-6.0 2353.3335 -1.5707963267948966,2406.0 -553.3335 1.5707963267948966,3153.3335 606.0 3.141592653589793,3153.3335 1210.0 3.141592653589793,3153.3335 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-742.2225 -6.0 0.0,-742.2225 590.0 0.0,-742.2225 1794.0 0.0,-784.0 1794.0 0.0,6.0 -542.2225 1.5707963267948966,-6.0 2342.2225 -1.5707963267948966,2406.0 -542.2225 1.5707963267948966,3142.2225 606.0 3.141592653589793,3142.2225 1210.0 3.141592653589793,3142.2225 1806.0 3.141592653589793,3199.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-731.1115 -6.0 0.0,-731.1115 590.0 0.0,-799.0 1798.0 0.0,-731.1115 1794.0 0.0,-775.0 1794.0 0.0,6.0 -531.1115 1.5707963267948966,-6.0 2331.1115 -1.5707963267948966,2406.0 -531.1115 1.5707963267948966,3131.1115 606.0 3.141592653589793,3131.1115 1210.0 3.141592653589793,3131.1115 1806.0 3.141592653589793,3196.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
-720.0005 -6.0 0.0,-720.0005 590.0 0.0,-796.0 1798.0 0.0,-720.0005 1794.0 0.0,-764.4445 1794.0 0.0,6.0 -520.0005 1.5707963267948966,-6.0 2320.0005 -1.5707963267948966,2406.0 -520.0005 1.5707963267948966,3120.0005 606.0 3.141592653589793,3120.0005 1210.0 3.141592653589793,3120.0005 1806.0 3.141592653589793,3191.0 1806.0 3.141592653589793,;road_0_1_0 r g g,road_0_2_0 r g g,road_0_3_0 r g g,road_0_4_0 r g g,road_1_0_1 r r g,road_1_1_0 r g g,road_1_1_1 r r g,road_1_2_0 r g g,road_1_2_1 r r g,road_1_2_3 r r g,road_1_3_0 r g g,road_1_3_1 r r g,road_1_3_3 r r g,road_1_4_0 r g g,road_1_4_3 r r g,road_1_5_3 r r g,road_2_0_1 r r g,road_2_1_0 r g g,road_2_1_1 r r g,road_2_1_2 r g g,road_2_2_0 r g g,road_2_2_1 r r g,road_2_2_2 r g g,road_2_2_3 r r g,road_2_3_0 r g g,road_2_3_1 r r g,road_2_3_2 r g g,road_2_3_3 r r g,road_2_4_0 r g g,road_2_4_2 r g g,road_2_4_3 r r g,road_2_5_3 r r g,road_3_0_1 r r g,road_3_1_0 r g g,road_3_1_1 r r g,road_3_1_2 r g g,road_3_2_0 r g g,road_3_2_1 r r g,road_3_2_2 r g g,road_3_2_3 r r g,road_3_3_0 r g g,road_3_3_1 r r g,road_3_3_2 r g g,road_3_3_3 r r g,road_3_4_0 r g g,road_3_4_2 r g g,road_3_4_3 r r g,road_3_5_3 r r g,road_4_0_1 r r g,road_4_1_1 r r g,road_4_1_2 r g g,road_4_2_1 r r g,road_4_2_2 r g g,road_4_2_3 r r g,road_4_3_1 r r g,road_4_3_2 r g g,road_4_3_3 r r g,road_4_4_2 r g g,road_4_4_3 r r g,road_4_5_3 r r g,road_5_1_2 r g g,road_5_2_2 r g g,road_5_3_2 r g g,road_5_4_2 r g g,
